Drug	Protein
6540478	P03372
46937090	P00734
24771758	O76074
3823	P04798
3000322	P08912
30323	P04798
657073	P35228
439153	P50213
3562	P11712
159772	P00751
2564	P35367
2726	Q12809
5288116	P53355
3639	Q16790
2381	P10635
11368987	Q15596
33032	P38435
5735	P34903
6464	P34903
16741228	P23219
2719	P10635
5391	Q9UN88
667468	P31645
5494425	P52333
643975	O95831
444440	P04746
37720	P08620
54746	P08684
233240	P07339
6918456	O00748
445713	O95749
4474	P08172
439456	Q9Y6I3
54841	P10635
3054	P10632
65833	Q12879
5002	P21918
3763	P78334
446541	P12268
38904	P02795
119828	P08684
5962	P30825
4449	P35348
3034034	P04798
5353307	P07477
5957	P33121
439153	P28331
750	P48067
60750	P23921
439456	P23677
20689	P06276
2446	P14416
13505	P41143
4943	P78334
2833	P20813
3373	P18505
31378	P10275
60857	P28221
447488	P07477
5284373	P11712
1201549	P11229
154417	P08172
4494	Q13698
164739	P35348
387447	P04798
6476	P33261
5734	P08684
107758	P31749
5288033	P08574
6005	P35462
16122642	P61925
4943	P20813
5342	P08684
38904	P47989
4585	P31644
2479	P47869
23624249	Q13554
15433	P60981
60663	O43497
101616	Q9UGM1
4078	P14416
119138	P09382
5289534	P07998
4919	P08172
5493444	P08684
6083	P09467
439202	P29474
6540428	P41595
4890	O14764
6440180	Q01959
2995	P14416
6540289	P45983
5193	P42262
3152	P28223
702	P78334
4095	P11511
25154714	P24462
9543521	Q9UQF2
448601	P35346
16678941	P33261
37632	P18505
119570	P28335
4168	P05093
2281	P07477
5359421	P41143
44462760	P53667
439153	P17568
439153	P31937
8617	P01848
6834	P08684
643975	P21397
3562	P59768
9838022	P35372
5381226	Q9Y6L6
46936176	P28472
10101	Q05586
2801	P31645
65866	P24462
6322	P30825
3991	P22303
446157	P11712
444053	P07998
9865587	Q16539
4940	P21728
3689	Q13224
449171	P10826
4946	P08908
3333	P54750
6834	P08172
4919	P11229
5360696	P15153
448999	P00491
23700	P16442
4162	O14764
16040268	P20701
4506	P47869
4158	P23975
124886	P07203
10219702	Q9Y6F1
448042	Q13464
5533	P20815
4300	P00749
54727975	Q02127
5961	Q16773
54678486	P08684
4116	P30049
5360696	P30926
1349907	P20813
3520	P78352
697959	P68871
16089915	P35372
3763	P31644
5833	O95180
41781	P33261
62886	Q15822
3385	P11509
4167	P20309
3393	Q16445
7405	Q9UKQ2
121945	P01877
8275	P47869
2761	P10635
3823	P05177
445383	P06737
25021186	P29474
2479	P14867
171833	Q16698
4116	P20813
4184	P21728
89594	P32297
119205	Q6PKH6
4914	P21397
448294	P16442
12594	P11511
123631	P11712
2733	P11509
4485	P11509
4909	Q8N1C3
1548972	P20813
892	O14735
2733526	P04798
439196	Q9UQM7
9838022	O60656
1983	P05181
158385	Q9NNW7
56927674	P11387
213046	P08684
4927	P20813
4192	P28472
8064	P14555
10100	P11712
5819	P08684
1983	P50225
44141860	P07477
447962	P20248
4474	P05181
4499	P20815
72287	P05181
5326866	Q16539
4189	P33261
4543	P23975
25113172	P43405
750	Q9BYV1
5819	P10827
5287555	P12931
3676	P00533
446665	P18031
2170	P18089
3964	P08173
4099	P14867
447655	P24941
667468	P08913
36811	P07550
9543521	P45983
2789	P18507
439155	Q14353
11683	P06401
23653503	P15086
5330812	Q9H2G2
33032	O00222
2244	Q00653
3016	P05177
5734	P22748
4463	P20815
3776	P01625
5327123	O14757
82146	P19793
4927	P08172
5641	P47712
11561674	P01375
4919	P20309
3369	P47869
11987868	P55263
444718	P61927
97536	P08263
6918562	P09038
2796	P20813
1514	P00918
444031	P10635
3463	P10632
3394	P35354
444390	Q9Y663
9547935	P14927
5753	P08235
10200651	Q16539
25183872	P05177
5206	P42261
3003141	P33261
4926	P08912
6857599	P04731
60854	P21918
11915	Q9UJM8
447865	Q9H4B7
194777	P03956
38904	P04731
447731	P00749
213046	P18825
4192	A8MPY1
439530	P39023
446156	P33261
216235	P25101
4463	P10635
3404	P20813
2955	P10632
447315	P26196
87642	O75390
33032	P17174
2913	P20309
9601217	P24941
2479	P47870
25138278	O14965
5206	P23415
5287494	P35228
440005	P29474
60753	Q02641
750	P23378
5289228	P07900
2733526	P50225
10305301	P18031
439750	P01008
31703	P14550
23658582	P35968
702	P47869
60937	P18031
71349	P30874
656910	P29475
92153	Q16836
5833	Q8IZS8
4369343	P98170
35370	O14746
5957	P37023
439153	P40939
1051	Q96EN8
9999276	Q07343
3562	P08684
46937033	Q02750
41867	P11388
46936260	P80188
36462	P11388
9600408	P09848
2812	P33261
4659569	P11712
17756771	P08684
8969	P28223
10341154	P01375
16129664	Q01726
65999	P33261
175805	P10635
5281042	P20309
443388	P16083
10071196	P14416
10134493	Q16539
11608401	P61925
4543	P23219
8977	P68104
5210	P23975
5280360	P05177
4616	P20815
31101	P28223
6005	P28221
12374	P01112
24826799	P10721
439153	P03886
5487427	P08684
4926	P05177
89594	P11511
8408	P05230
16231	P19634
5656	P11712
4097	P11229
2372	P08588
150311	P35610
54670067	Q6NS38
151075	P35354
6914273	P08684
3000322	P11229
2130	Q8TCU5
11167602	Q16832
148202	P11387
131704261	P00491
60795	P18089
446156	P10632
9823820	P35968
5287779	Q16769
3033	P33261
6106	O15382
3955	P20813
3256859	P04211
5288113	Q13285
8977	Q9Y689
5281614	Q00534
145742	Q8IVL6
23653507	P15086
16741275	P15085
2479	P34903
2809	O14764
21233	Q15822
447043	P11509
65016	P20813
656652	P05177
444885	P05451
10182969	P51589
15991547	P11217
4189	Q12809
1051	O15382
5281881	P28223
24768548	P63208
4737	P48169
3883	P10632
31640	O14764
68841	Q04759
444036	P20815
4044	P35354
447653	P24941
656953	Q92731
2818	P04798
5833	Q6TME4
3157	Q9H252
50294	P21462
6262	O43246
5282181	P11473
446429	P07686
10621	Q96GD4
104842	P11387
4369443	Q16539
3784	Q01668
119031	Q9NRE1
4011	P18825
445841	P24941
54746	P35462
11167602	P11362
750	Q8WU03
17754396	O15530
4631	P08588
5360696	P05181
60854	P21917
4940	P21917
891831	P00918
4748	P33260
3487	P31644
4162	P48169
2083	P07550
445756	P07477
440473	P34896
656911	P29475
12219	P02144
4205	P41595
3823	P20815
1548943	P08684
712421	P08048
148124	P20815
3241	P10635
4456	P22303
4236	Q01959
56069	P10275
445018	P08254
4440	P28221
456468	P00439
2733526	Q16678
2895	P28223
4890	P28472
44129630	P42262
11840981	O14818
5288527	P24941
447534	P12931
17753851	P07477
3121	Q9UKV0
2146	P35625
2315	Q12791
3007	Q01959
2479	Q13002
16078	P21554
60854	P35348
115237	P35367
2812	P11509
702	Q99808
5029	P11712
135548	O95954
37393	P10632
3033621	P28472
65110	P31939
221493	P00414
70807	P22749
2803	P35368
3608	Q16445
5327073	P20813
4906	Q14524
65981	Q09428
681	P05177
4943	P04798
1548943	P05181
30487	P35368
439750	P13073
8223	P21918
21066087	P24941
439153	P05091
30819	P12931
5717	P10632
5757	P22309
3821	P10632
15991574	O00187
448013	Q9H4B7
53232	P22309
171548	O00763
4616	P47869
71733	P10635
56959087	P08684
5333	P11712
89594	P17787
49866787	P07998
16113377	P24941
2789	P33260
3393	P48169
51683	Q16706
3821	P20309
445824	P17538
2478	P09488
5311071	P11473
6011	P10275
119138	O14594
667468	Q12809
5538	P48443
11957393	Q05397
6013	P33261
4543	Q99720
5284627	P48169
445354	Q96NR8
11314340	P17612
1176	P05089
6128	P42330
5961	O94925
72172	P09960
14985	P23743
439153	Q02928
10182969	P08684
447043	P08684
132519	Q9UKQ2
3695754	P07900
131704266	P07477
24875301	P37231
2520	P20813
38904	P15559
3562	P18507
1983	P35354
4184	P18089
62156	P41145
4075	O15111
3647	O43570
4595	P08684
9838022	P41143
4781	Q16647
439153	P49448
57515973	P20813
447110	P07477
4116	P31644
6914612	Q16706
219024	P29274
6914624	Q9GZT9
447634	Q9BW91
6323417	P31939
311	Q9HB21
9853053	P55157
439153	O95167
5717	P10635
4162	P78334
444348	P14618
11243969	P27487
33032	P24298
4488	P04054
5288641	P11217
28864	P21917
6000	Q15822
3519	P08684
447145	Q8N142
190	O00763
750	P50440
3117	P05091
3016416	O14949
24779678	P68400
2159	P28223
17754027	P06493
439153	P28332
656629	P08473
9801	Q9H1R3
5280346	P07919
305	Q13393
3767	P05181
4075	P09917
31275	Q9Y6I3
3767	P11245
54454	P10635
5625	P10632
5291	P24462
5281104	P22310
126941	P52209
72287	P08913
2519	O76083
3675	P33261
3540	P61925
119055	P61457
1986	P08684
4595	P20815
5002	P50406
3033621	P31644
2585	Q16665
6102821	P09467
253602	P61927
1051	Q9BYV1
8758	P02788
3948	P11388
5288631	Q00987
83242	P07477
3117	P09172
259331	P78559
5288564	P19961
3064778	P17612
93114	P04818
3767	P11509
5472	P08684
4037	P09917
33032	Q8N5Z0
5962	Q15046
445713	P49356
33741	P20813
17754066	P00734
439153	O43676
5584	P28221
16040261	P00742
24417	P07339
2481	Q99928
6011	P11511
16222096	P24462
447277	P49354
71616	P23219
392622	P20813
14086997	Q15596
5288634	P43235
91270	Q9BYF1
3226	P42261
2160	P11712
10607	P68366
37792	P62491
2776424	P09960
3396	P14416
2765	P35348
26757	P05177
60750	P30085
8223	P28335
10138993	P24941
3639	P00918
4763	Q16678
71360	P24462
941361	P05177
2471	Q9UP95
9887557	P25774
667484	P28472
6077	P08908
55245	P20815
4192	O00591
11395145	Q03181
445154	P08684
33624	P07550
443879	P08684
5288850	P42574
6102762	Q15119
444885	P25311
11167602	P11712
91532	P06213
5556	P10632
750	P23416
2164	P11509
284	Q13363
4409	P05177
447043	P05177
124886	Q8TED1
3825	P10632
2092	Q12809
4189	Q9NS40
311	P07741
77999	P11509
23647358	P07858
3226	P34903
42113	Q09470
3559	P16152
5288711	P24941
5757	P10632
151194	P35968
2153	P29274
449362	O60551
5459784	Q99798
98487	P09874
5742673	Q9NSA0
679	P08684
3033	P08684
261004	P31749
84029	P05177
148124	O75469
59227	P08908
6918837	O15379
5587	P35367
387447	P33261
2712	O14764
3961	P35503
3964	P21918
2520	Q12809
60854	P35367
17754068	P18509
4369434	O14757
3696	P08684
3532	P48066
5757	P20815
5323	P11712
24892822	P10275
444581	P07477
7558	Q96RJ0
2818	P28222
6013	P10275
5745206	P55157
47811	P08908
33255	P27169
445109	P29474
131704187	P07477
6914564	P08238
46937073	P69905
15130	P24462
5723	Q08499
4754	P11509
60854	P10635
6133	Q9BZX2
5287692	P36542
4034	P05177
4934	P11229
11167602	P09619
9846180	P35503
41781	Q13621
4585	P05177
92974	P08913
20279	P23921
46937095	Q15102
65304	P04053
3463	P08684
5326971	P16442
36523	Q96P88
3380	P11712
2754	P20815
6503	Q96FI4
2475	P08588
5287799	P25774
31307	P35354
165491	Q96T66
130804	O14949
667466	P35462
3559	P28223
107971	P05091
4369446	P04075
4926	P21728
4171	P10635
1567	Q9NVS9
3052	P23219
3958	O14764
10836	P18089
4189	P10635
448991	P27361
6918523	O76074
3380	P30536
17473	O94766
446124	P05089
54477	P14416
5281077	Q8N1C3
446156	P10635
449500	Q9UKQ2
28864	P21728
11696113	P61925
2761	P11712
3446	Q12879
10635	P11511
440317	P54278
2733	P05177
774282	Q9UKQ2
14985	P62714
4170	P55017
2130	P27338
444567	P00797
5288017	P24941
54680692	Q9BQB6
54682463	O14983
31640	A8MPY1
9547935	O14949
10062732	Q16773
439750	P53611
66265	P33261
31401	P05181
443879	P11712
6323481	P49619
3784	Q13936
3547	O75116
131704249	P14920
5359	P35354
4189	Q9Y691
4497	Q01668
1548972	P11712
5362259	P11387
369976	P50579
60825	P22392
3226	Q9UN88
5735	P47869
148124	Q9H4B7
1005	P35558
67678	P82251
448436	P27487
33032	P43003
5287550	P12931
26757	P11712
5288215	P10275
148124	Q16678
4940	P35368
56959	Q14524
11500493	P56817
5289162	P19793
33032	Q9ULA0
4236	P05177
3559	P10635
4474	P11712
5959	P11712
446284	Q03181
1433	P35228
11957380	P00734
6323182	P07477
4116	P47869
4116	O00591
6292	P08684
70678590	P42898
15602701	O14965
6918296	P08684
24826799	P00519
131675359	Q10588
4737	P78334
6306	P45954
5994	P04798
208898	P08913
4485	O95180
5494440	P00734
4585	P21917
3394	O60656
445958	P24941
2995	P07550
656932	P08311
4189	Q92952
6031	P16442
4286	P00749
4184	P14416
444894	O95622
148192	P11712
6083	O43741
21109	P09110
2802	P78334
667484	O00591
42611257	P08684
2719	P04798
67678	Q9UPY5
2771	P35367
6830	P01112
4585	P78334
6918837	Q9UKV0
5959	P33261
44112	P07550
47811	P35368
446220	P20815
39186	P11712
802	Q9NZK7
1051	Q6YP21
5578	P11712
28417	P08684
36314	P20815
53359	P15121
446156	P20815
4940	P20309
5478860	P31939
216235	P08684
92253	P08684
439530	P62750
33572	P52209
5362124	P12821
31640	Q16445
1633	P11362
4474	P54750
3007	P08913
447049	Q9NXA8
71496458	P00533
3677	P18825
4585	P08588
6337614	P05177
2182	Q14432
16682987	P63316
2767	P11712
16739648	Q00653
3016	Q9UN88
1051	P04181
644073	P35372
4178	Q14524
11840981	P28070
10089048	Q16539
5284627	O14764
3121	P16662
8977	P51149
3672	P13569
5850	P30926
65833	Q8TCU5
150311	P35503
40539	P42262
5360696	Q8TCU5
1986	Q9ULX7
445720	P11217
3961	P20815
5584	P08173
84029	P33261
9549180	Q15596
11987874	P11217
9690109	P08684
2519	P35913
5920	P10827
2118	P48169
6918314	P08684
6323526	Q9UNI1
5095	P28223
24963037	P00734
2244	P25101
11967789	P01768
37632	P24046
449218	P56817
3406	P00326
52946592	P68133
1530	P03372
5289085	P14927
6464	P43681
4055	P02818
172469	P09211
941361	P35367
2761	P11229
6675	P51161
2368	P18089
190	P22309
4747	P21728
70678542	Q99707
643976	Q12882
2754	P24462
3776	P13686
11256587	P61073
64689	Q9BW91
47953	P23975
4737	P18507
9690109	P33261
444389	P09038
896	P11511
450268	Q16719
2164	Q16445
39042	P10632
31703	P29475
13342	P08684
439186	P19961
9887712	P11509
5284570	P10635
3311	P29475
2905	P11229
2789	Q8N1C3
71360	P08684
5330812	P42684
4636	P18089
11876263	P08235
2161	P05230
24875320	Q15375
9782	P08684
11954293	P22310
5281077	Q9UN88
3333	P10632
2585	P23219
11574606	P20248
213046	P08908
145742	Q9UN76
4754	P05177
3696	P33261
5452	Q12809
5288635	P14555
439153	P30519
2216	P35348
185915	P54577
4909	P48169
5288826	P08684
5311128	P30968
41693	P41143
4189	P11511
3672	P10415
5505	P11712
5328940	Q02750
91443	P31939
4943	P31644
1055	Q9NVS9
77022	P07327
124886	P59796
16758228	P00749
9956726	Q07869
5288795	Q15596
3005573	P04798
24871491	P28482
94599	P12235
6540428	P28566
2519	P42336
50294	Q9Y271
3369	O00591
4075	P37231
8275	P18505
123606	P05181
93176	P08758
8275	P48169
447154	P01857
4485	Q08289
46937174	P17538
5193	P34903
36462	Q02880
4622	P68371
1051	P06737
57525501	Q14914
11519070	P10635
4585	O14764
4837	P10635
4585	P21728
5487	P18825
11992146	Q16644
448235	P50579
6253	P21589
5280581	P35354
8977	P15531
448973	P07900
5326966	P22303
6914626	P00797
446284	O14842
6006216	P37231
439912	O60547
702	P00326
6005	P28222
54723327	Q02127
3152	P08684
4539	P24462
969472	P08684
216239	P20813
3696	Q12809
667466	P21728
17754027	P24941
31304	O75311
667468	P14416
9084	Q99470
3038	P11712
3151	P14416
151243	Q86WA6
65028	Q9Y3R4
4649	P09917
5391	P14867
5862	P17174
2519	Q08499
24244	Q15822
23663404	P10632
89594	P30532
10182969	P10632
5289162	Q15596
71158	Q99928
4999	P47870
5342	P10632
34755	P21964
2726	P21917
36314	P10636
5287459	Q02127
347590	P29475
3261	O14764
441074	Q14524
5284569	P08684
6451149	Q9HB55
10113978	P35916
89594	P30926
439530	Q9UNX3
64689	P23219
5280453	P11473
60857	P08908
60464	P11388
23653530	P00749
5287792	Q7Z406
15606	P01857
51351657	P11712
5288593	P43235
2519	P05177
1082702	P09960
16750073	P10275
11840970	P43235
3883	P33261
60823	P22309
444612	P00918
56928011	Q02643
4917	P14416
4112111	Q02127
5362440	P10635
8969	P48048
3559	P11712
65016	P10635
5342	Q92887
5391	P34903
2157	O95180
60795	P20815
3000715	P34903
60663	P10635
5288147	P07858
446195	P32929
158385	Q16881
25174099	P22894
5391	P10632
5078	P28222
5280343	P25705
8420	P00734
26757	P10635
2153	P05177
3198	P11511
15942713	P18089
11658860	P05177
5732	P08684
5601	P23141
4485	P08684
24083	Q13936
2160	P11229
2161	P80511
3016416	P31930
46937046	Q08499
2818	P08172
702	Q70Z44
4494	P11712
10518	Q13002
449159	P00390
6262	Q9BXI2
152951	P08684
6102685	P50579
30323	P16435
26757	P05181
2818	P10632
33032	Q05329
2170	P08172
6918523	P08684
2789	P47869
4055	P42898
3559	Q13224
4909	Q9UN88
2802	Q9UN88
5282219	P16152
3821	P14416
5326911	P10275
3715	P35354
9547998	P23467
4642	P08172
4044	P23219
6102691	Q92731
5002	P25100
1014	P02741
9999276	P27815
4474	P08173
4585	P48169
11659487	P56817
3476	P11712
10364826	P53779
4362	Q05315
9811704	P04746
60838	P11387
60663	P04798
87517	P04075
10198228	P27487
31640	P34903
4737	P43681
2366	P35367
24941258	P35228
4447	P01857
681	P10635
5289112	P09211
124886	O75715
444031	P08173
4162	P47870
3226	P78334
15130	P11511
68911	P10635
6852165	P48736
46936855	P51687
5311304	P41143
54682461	P10635
11213558	P43405
23728517	Q15596
2796	P05181
54677470	P10632
11516136	P27487
37632	P14867
2118	O00591
4768	P35348
5479530	P46059
5280360	P35408
667490	P20839
5742673	P46059
5430	P04798
3562	P10635
3059	P23219
896	P11712
1983	O60656
446122	P78540
4205	P08684
439153	Q02338
131704231	P04035
9823820	Q06278
208898	P35498
16231	P00749
3114	P20309
1387	P00918
25113617	P00734
2084	P23219
4011	P08913
124886	P46439
4893	P18089
54675783	P29466
4585	P21918
46936435	P11217
3779	P27986
5359271	P20813
4748	P10632
10249180	P24941
9939865	P00742
3291	Q9HB55
3393	P34903
439750	P61769
54670067	Q8N543
131704177	P02144
5287671	Q00266
24180719	P15056
6540428	P30939
4764	O60656
2754	P10635
60961	P55263
5360696	P10632
3676	P11509
1110	Q12797
5002	P20309
392622	P11712
5281855	P23280
5452	P35368
28417	P06401
9863447	P10828
5289354	P48147
1978	P08588
46936196	P62942
44195571	P07900
392622	P10632
3779	P28482
5881	O00591
71158	Q8TCU5
216239	P35916
2244	P11021
119570	P08913
2802	P05181
4909	P78334
3779	P07550
3121	Q92769
323	P11509
5284603	P10635
3016416	P14927
3899	Q02127
82148	P49286
44237094	P49759
1983	P08684
3312	P11511
9887712	P06133
5625	P11712
757	P11413
2818	P08684
644073	P05177
24180718	O43293
5284603	P41145
444885	P16109
5280343	O94768
6540428	P28223
15942662	Q15596
5729339	P24941
446965	P01834
4507	Q13936
5833	Q9P0X4
305	P35790
15942651	P09237
84029	P08183
7029	Q01959
60795	P18825
2342	P35367
9862248	P10828
10101	P33261
452548	P08684
3488	P13569
5505	P10632
5289474	P06576
208908	P08684
5162682	P47989
7741	P25021
3488	O60706
9878	P04150
439153	Q16795
5880	Q06520
15391	P17538
2761	P04798
4543	P08588
3519	P33261
4585	P28335
11167602	P42685
1983	P54855
3672	P22309
4585	P28472
92282619	O15382
132971	Q06520
10531	P28222
4485	P20813
2540	P11712
2441	Q9UN88
3121	Q9HAW9
6102684	P50579
24812721	P07900
60164	P48443
5035	P20813
40467016	P28482
72287	P21917
57525501	P42330
5287845	P24941
22298966	P11217
3000322	P08172
4055	P38435
448748	P07477
60663	P08684
4099	Q16445
51351657	P99999
77993	P10635
447523	P12931
3016	P05181
9864	P00918
11973736	P17948
78057	P22303
4095	P10635
342	P01308
4011	P08912
4999	P24046
25074887	P30968
6914629	P00797
54678486	Q9BQB6
2520	P33261
5353894	P06276
4627204	Q86XF0
4644	P47989
3677	P25100
5494425	P29597
3386	P08684
33032	P42262
60854	P08908
8515	P33981
10062732	P11926
8977	Q08188
449165	P04746
213053	P35354
5326960	Q9Y2Q3
2477	P14416
42608445	P04271
8189	P30405
91493	P06744
11154555	P41595
4236	P20815
448025	P18031
2789	P33261
5287955	Q9BVA1
5560	Q13621
3393	P28472
24083	Q13698
46937131	P12931
8060	P07477
2662	O15530
9935073	P01584
4630909	Q16539
6852129	P00918
6337614	P10635
11167602	P04049
6883	P16066
5289332	P09668
6101	P61626
4290	P00918
4926	P25100
4909	Q13002
8280	P05181
11954293	P35462
54687	P20815
54677971	P11712
3121	P35503
47811	P10635
3034048	P28838
71496458	P05177
5401	Q9H252
5090	P05177
445443	P09488
128564	P03956
449241	P61925
1983	P10635
5073	P08684
64143	P05177
2265	P09210
24826799	P07949
6450546	O60391
444514	P61626
2119	P10635
46937102	P25774
2153	P29275
3033968	P24462
10134160	P28482
3035817	Q02750
1944	P15121
24754814	P00734
65374	P23919
33032	P48506
439153	P11586
444170	P00326
54678486	P04798
4369101	P00918
5280795	P51589
8969	P14416
4913	Q14524
72287	P10635
11256664	Q96KS0
60835	P10635
446873	P78330
4121	P22748
444695	P18031
439153	P30837
3647	Q12791
244	P05181
90334	P09960
5381226	P24462
3759	P27338
5318517	P05231
439183	P00558
444	P10632
3562	P31644
6013	P20815
3823	P20813
2995	P35367
68617	P21397
46937145	P14649
5287969	P06493
311	P07998
176870	P00533
39042	Q07869
5910	P08684
2771	P05181
6726	P35367
2206	P33260
448269	P35228
37632	P18507
936	P09874
5724	P15121
5560	P00918
702	P32297
4763	Q14957
6083	P49773
134780	P08684
4914	P27338
119031	Q9Y5R2
5253	P08588
4474	Q08289
16231	P51168
4064	O00591
448024	P18031
5749	P11229
15602982	P17612
40839	P08684
6852206	P45983
997	Q9UJM8
4184	P35367
6540261	P22894
6675	P19835
123871	Q16853
9568614	P08684
5405	P08912
983	P51003
71158	P18505
4943	O14764
208908	P10632
444718	P61313
10062737	P05067
1349907	P07202
447652	P24941
5459816	Q99798
3543	P24941
2733526	Q92731
2160	Q16620
447229	P00374
16760554	Q16678
146719	P00439
3784	O95180
11171679	P11509
23647357	P07858
2162	Q13698
2520	P11712
5206	P30049
77993	P28566
4205	P14416
46936871	P80188
5333	P08684
2342	P11229
5881	P47869
444599	P45452
6918305	P14867
3487	P48169
11954293	P21917
24894167	Q16566
24762195	P17612
2913	P28335
56339	Q14524
4205	P35367
17754156	P08254
5487	P08913
50192	P06276
165230	P07998
643975	P16219
5280795	P04798
6013	P21397
5961	O75879
10635	P14061
5360696	O00264
702	O00591
1615	P41595
9549217	P11086
439153	O43181
5281034	P16860
47811	P28223
92727	P05177
439153	P11766
54676038	Q08257
44129620	P09960
11840934	P25774
10917	O76082
11625818	P33261
5994	P03372
28486	P29218
3784	Q08289
6917698	P10632
444237	P05230
9294	P35348
5362422	Q9UNA0
5312125	P08684
4585	Q9UN88
5002	P35367
445062	P34896
3397	P35869
454216	P11388
5881	P14061
6307	P55011
3033637	P25021
2995	P33260
311	P40926
243	P14920
89594	P10632
392622	P33261
54454	P35503
5288557	P00797
11005	P84077
68368	P00813
586	P48029
10077130	P25116
43815	P23975
46937142	Q8IUR0
4636204	P22894
6437380	P10635
8977	P51151
25263414	Q02127
5331010	P20248
159324	P49356
6451149	P10635
2435	P08913
1989	P16152
2475	P07550
119570	P18825
3261	P28476
445114	P08473
131704277	P30043
9429	P21728
5754	P04150
11574606	P24941
4507	Q01668
1331	P29474
5284603	P02763
5289085	O14957
2763754	P24941
6918562	P15692
4943	P35499
23647311	P27487
107807	P12821
5359421	P35372
6918314	P10635
4911	P33261
5833	Q13698
6995013	Q9UJM8
3899541	P42262
8747	P00918
5284512	P05023
5734	P35498
9913767	P43119
445953	P24941
54454	P22309
54676537	P05177
10917	P47989
9887712	O60656
10518	Q16445
129148	P04054
37720	P09038
9939426	Q03405
3052762	Q13639
33032	Q13224
46870043	P03372
2197	P38435
71301	P10635
119031	Q9ULZ9
44129624	P09960
6918314	P33260
5287870	P25774
24083	Q06432
5497056	P07477
439260	P18825
5862	P48507
156419	P08684
448524	P35030
6322	Q8WY07
2520	Q08289
3763	P47870
4497	P35869
2481	P14867
5957	Q9UM73
14309	P00918
4055	P00734
2267	P33261
70931	P35080
5281077	P47870
643976	Q9NYQ3
6450551	P05177
6918365	P05177
444	Q01959
750	P48167
5951	P20132
66265	P05181
2802	O00591
119828	P02788
3883	P33260
208908	P20815
439196	P60174
3973	P11309
4781	P11712
2519	O76074
5833	P06401
3955	P01189
253602	P39023
42627562	P61925
6915744	P20813
444266	P17174
896	P48039
5734	P00915
157684	P62158
11289	P03372
6918296	P18405
974	P07195
4184	P28335
5289553	P80404
5314	Q9GZZ6
5487427	P10635
4058	P11229
31640	P28472
439155	P50135
5862	Q9Y600
3715	P14555
3198	P05181
108092	P04798
4075	P05164
5327109	P49841
5583	P00374
7099	P00734
5381226	P46721
49866839	P00441
5326739	Q00535
448601	P05164
2160	P28335
5556	A8MPY1
5282379	P10276
5281855	P04798
71158	P18507
2818	P11712
2733526	P33261
60815	P41145
938	Q8TDS4
10062714	P43235
71158	O15399
1662	P04035
60753	Q9H252
5743	P04150
4073054	P00734
445354	O95237
4999	O00591
170018	O60493
33032	Q8TCU5
4873	Q9Y666
6918248	P08908
8977	P62330
60921	P30556
2554	P24462
4890	P34903
5288145	P07384
5960	P30520
82313	P22303
16122634	P17612
447536	P12931
2802	P47869
448043	Q13464
5961	Q9UI32
71329	P08684
9543427	P62942
2218	Q14524
700	P12429
5327109	P17612
4539	P05177
667468	P35348
3151	P20815
446411	P62942
643975	Q86YB8
656913	P00734
1986	P00918
17753915	P20839
5314	P06276
5862	Q16878
46936176	O75311
178052	P17787
5359476	Q9UPY5
10339710	P24941
6047	P10635
6253	P08684
2284	O75899
447865	Q9NY65
40326	P08684
1548972	P04798
444650	Q9UNI1
24875313	P53350
2733	P10635
3475	P33261
1045	P17707
3226	P14867
11005	Q15788
4463	P11509
305	Q8TCT1
2160	P34969
2801	P10635
2471	Q13621
7405	P04746
5482	P33261
44259	P11309
5212	P10635
242332	Q92731
3371	P23219
3085218	P18825
4649	O15111
6437378	P06396
1051	P54687
71768094	P08684
2092	P35368
446556	P27707
4116	Q09470
2802	P47870
54746	P18089
31101	P35368
3487	O00591
5276854	P35368
213046	P28223
6047	P21917
9809715	P22607
2811	P20813
5326608	P00734
31101	P41595
2783	P08588
5487	P05177
261004	P08684
667484	P11511
25210531	P13051
4474	P54289
6445226	P23141
702	P43681
2726	P35368
4189	Q9H2S1
702	P48051
4543	P18089
49855250	Q92769
5359	P23219
5284607	P38435
5280343	P11309
5287684	P50579
5070	Q14524
5318517	P01584
3019	P55017
7405	P19961
5538	P20815
68844	P35218
5035	Q92731
24812758	O60656
6306	O15382
6137	P31153
4116	P47870
439153	P16219
5171	Q16539
9963148	Q2M3G0
4075	P23219
896	P16083
5656	P31645
44093	P08253
31101	P25100
6018	P14416
5284551	Q15822
5478838	P09960
11840913	P27487
26721	P35372
6918155	P04150
42628060	P00742
221493	P00403
46937152	P00374
11626560	Q9UM73
16122632	P61925
447655	P20248
73342	Q14534
4064	P78334
3394	P35503
221493	P04054
1548943	P09172
16741238	P56817
4926	P08173
5206	P08684
439162	P05062
4192	P18507
208908	P04626
702	Q8N1C3
4919	P08173
10180	P11387
9796161	P07900
441074	P11712
5957	O43681
445375	P13929
10917	Q9UKG9
133021	P10632
16960	P35367
33032	Q12879
54685524	P15104
48041	Q14524
23652731	P10635
16058668	P07900
3393	P18507
969472	P47870
727	O75311
4763	Q13224
439196	P00352
1511	P09874
4205	P35348
5326977	P68400
2733526	Q02156
447027	P07919
28864	P28223
49867154	Q00987
6918140	P43119
5394	P08684
2802	P34903
667490	Q06278
6729	P35367
216239	P33261
447945	P60568
439213	P05181
11434515	P08172
4539	P04798
1615	Q05940
445892	P22303
3385	P19971
153994	P06276
444104	P08263
