	Drug ID	Gene
20383	DB11273	P25100
20384	DB11273	Q13639
20385	DB11273	P08908
20386	DB11274	P08684
20387	DB11274	P35462
20388	DB11275	P35462
20389	DB11278	P08588
20390	DB11282	P10635
20391	DB11323	P35354
20392	DB11327	P35354
20393	DB11348	O00555
20394	DB11348	Q92736
20395	DB11348	Q8WUM9
20396	DB11348	Q99653
20397	DB11348	P31415
20398	DB11348	O43497
20399	DB11348	P04271
20400	DB11348	P62166
20401	DB11348	P29377
20402	DB11348	O75838
20403	DB11348	Q9ULB1
20404	DB11348	O14958
20405	DB11362	P23141
20406	DB11362	Q9Y6L6
20407	DB11363	Q9UNQ0
20408	DB11365	Q72547
20409	DB11412	P33261
20410	DB11412	P08684
20411	DB11421	P08684
20412	DB11431	Q25634
20413	DB11447	P10275
20414	DB11477	P08913
20415	DB11487	P20815
20416	DB11511	P04798
20417	DB11558	P20813
20418	DB11560	Q96S37
20419	DB11574	P20815
20420	DB11574	P08684
20421	DB11575	P08684
20422	DB11575	Q9NPD5
20423	DB11575	P02763
20424	DB11577	P35348
20425	DB11577	P08913
20426	DB11581	Q9Y6L6
20427	DB11581	P10415
20428	DB11582	Q99928
20429	DB11582	O14764
20430	DB11582	P34903
20431	DB11582	Q16445
20432	DB11586	Q9NPD5
20433	DB11586	P08183
20434	DB11590	Q9UPY5
20435	DB11591	O94956
20436	DB11591	P46721
20437	DB11611	P11712
20438	DB11613	Q9UNQ0
20439	DB11613	O94956
20440	DB11614	P35367
20441	DB11632	P21964
20442	DB11633	P20813
20443	DB11633	Q13936
20444	DB11633	Q9UK17
20445	DB11633	P50859
20446	DB11633	Q14524
20447	DB11637	P02763
20448	DB11638	P46940
20449	DB11638	Q9TY94
20450	DB11638	Q16555
20451	DB11638	Q8IIA4
20452	DB11638	Q8IJR6
20453	DB11638	P23246
20454	DB11638	Q8ID50
20455	DB11638	P86287
20456	DB11638	P50914
20457	DB11638	P46781
20458	DB11638	P37802
20459	DB11638	C0H546
20460	DB11638	P14223
20461	DB11638	Q8IJT2
20462	DB11638	P13817
20463	DB11638	P07355
20464	DB11638	Q76NN7
20465	DB11638	P18669
20466	DB11638	P04406
20467	DB11638	C0H551
20468	DB11638	Q8IJK8
20469	DB11638	O77361
20470	DB11638	P11413
20471	DB11638	O97313
20472	DB11638	P08708
20473	DB11638	P40925
20474	DB11638	P62750
20475	DB11638	P36578
20476	DB11638	P11142
20477	DB11638	P20810
20478	DB11638	Q08853
20479	DB11638	C6KT50
20480	DB11638	Q8IDH5
20481	DB11638	Q8I0V4
20482	DB11640	Q09470
20483	DB11642	Q12809
20484	DB11644	Q4U2R8
20485	DB11652	Q86VL8
20486	DB11653	Q01718
20487	DB11653	Q01726
20488	DB11660	O94956
20489	DB11660	Q6LAP9
20490	DB11672	P16152
20491	DB11674	Q92731
20492	DB11691	P41145
20493	DB11693	P63098
20494	DB11703	Q06187
20495	DB11712	Q9UNQ0
20496	DB11718	P33261
20497	DB11723	P27487
20498	DB11730	P11802
20499	DB11732	P10635
20500	DB11751	P02768
20501	DB11751	Q9UNQ0
20502	DB11752	P35354
20503	DB11753	P46721
20504	DB11755	P08908
20505	DB11757	Q9UNQ0
20506	DB11757	Q96FL8
20507	DB11757	P09086
20508	DB11757	Q9Y6L6
20509	DB11760	Q9UGN5
20510	DB11761	P08684
20511	DB11781	P55786
20512	DB11785	P10635
20513	DB11793	P08236
20514	DB11793	Q9UGN5
20515	DB11799	Q96FL8
20516	DB11799	P22309
20517	DB11800	Q13882
20518	DB11800	P08183
20519	DB11800	P35916
20520	DB11811	P37231
20521	DB11817	Q9UNQ0
20522	DB11817	Q8TCC7
20523	DB11820	P02768
20524	DB11823	Q8TCU5
20525	DB11827	P31639
20526	DB11827	P02768
20527	DB11828	P02768
20528	DB11828	P00533
20529	DB11830	Q92769
20530	DB11837	O15245
20531	DB11837	Q4U2R8
20532	DB11837	P16662
20533	DB11837	O15244
20534	DB11837	P20815
20535	DB11837	P36537
20536	DB11853	P02763
20537	DB11853	P02768
20538	DB11855	P08173
20539	DB11859	P28472
20540	DB11859	P15121
20541	DB11886	P22607
20542	DB11886	P08684
20543	DB11886	P02647
20544	DB11886	O15245
20545	DB11886	Q9UNQ0
20546	DB11901	O14764
20547	DB11901	P34903
20548	DB11901	Q8TCC7
20549	DB11901	P10632
20550	DB11901	P31644
20551	DB11901	P10275
20552	DB11901	P18505
20553	DB11936	P53396
20554	DB11943	P22309
20555	DB11943	P08684
20556	DB11951	O43613
20557	DB11963	P10635
20558	DB11967	P33261
20559	DB11967	P22309
20560	DB11967	P05231
20561	DB11979	P30968
20562	DB11986	Q16620
20563	DB11986	Q16288
20564	DB11994	P08684
20565	DB11994	P11712
20566	DB11994	P09917
20567	DB11995	P11712
20568	DB12001	P11712
20569	DB12001	P02768
20570	DB12001	Q96FL8
20571	DB12001	P02763
20572	DB12010	P54619
20573	DB12010	Q9H0K1
20574	DB12010	O96017
20575	DB12010	O76074
20576	DB12010	Q13546
20577	DB12010	Q9H1R3
20578	DB12010	P51957
20579	DB12010	P16591
20580	DB12010	P43403
20581	DB12010	P08581
20582	DB12010	P62344
20583	DB12010	O14578
20584	DB12010	P09619
20585	DB12010	P53350
20586	DB12010	Q8IW41
20587	DB12010	Q06187
20588	DB12010	P09923
20589	DB12010	Q9UPZ9
20590	DB12010	Q9NYL2
20591	DB12010	Q02156
20592	DB12010	P06241
20593	DB12010	P51813
20594	DB12010	Q8N5S9
20595	DB12010	Q16816
20596	DB12010	Q8NFD2
20597	DB12010	Q9NRH2
20598	DB12010	O43293
20599	DB12010	P04626
20600	DB12010	Q13163
20601	DB12010	O14936
20602	DB12010	O15197
20603	DB12010	Q04771
20604	DB12010	Q9P289
20605	DB12010	O15264
20606	DB12010	Q13873
20607	DB12010	P48729
20608	DB12010	Q9H422
20609	DB12010	Q08881
20610	DB12010	P06239
20611	DB12010	Q8TD19
20612	DB12010	P49761
20613	DB12010	Q08345
20614	DB12010	P09917
20615	DB12010	P35968
20616	DB12010	Q13131
20617	DB12010	Q16832
20618	DB12010	Q7KZI7
20619	DB12010	P51955
20620	DB12010	P06493
20621	DB12010	P11309
20622	DB12010	P29323
20623	DB12010	Q04912
20624	DB12010	Q13188
20625	DB12010	Q2M3G0
20626	DB12010	Q02779
20627	DB12010	P07333
20628	DB12010	Q13523
20629	DB12010	P68400
20630	DB12010	Q99870
20631	DB12010	P30530
20632	DB12010	Q9Y478
20633	DB12015	Q9UNQ0
20634	DB12016	P21453
20635	DB12020	P33815
20636	DB12061	P21917
20637	DB12070	Q8TCC7
20638	DB12070	Q92887
20639	DB12070	Q9Y6L6
20640	DB12072	P10632
20641	DB12107	Q53IN1
20642	DB12107	Q939N4
20643	DB12110	P10635
20644	DB12116	P35869
20645	DB12129	P49841
20646	DB12130	P10632
20647	DB12140	P01375
20648	DB12141	P02768
20649	DB12141	P08908
20650	DB12141	P08183
20651	DB12141	P30939
20652	DB12141	O15245
20653	DB12141	P28221
20654	DB12147	P22455
20655	DB12147	P09619
20656	DB12147	P07333
20657	DB12151	Q92887
20658	DB12161	Q05940
20659	DB12177	P28335
20660	DB12228	Q16602
20661	DB12235	Q92731
20662	DB12245	Q6IX08
20663	DB12245	P80342
20664	DB12265	P33261
20665	DB12265	P31513
20666	DB12265	P10635
20667	DB12266	P08684
20668	DB12267	P10632
20669	DB12267	O15245
20670	DB12267	Q96FL8
20671	DB12267	P00519
20672	DB12278	P20309
20673	DB12301	P20815
20674	DB12307	P35968
20675	DB12319	P33261
20676	DB12328	P35869
20677	DB12332	P33261
20678	DB12332	P05177
20679	DB12339	Q9Y221
20680	DB12377	Q8TCC7
20681	DB12377	P0AD63
20682	DB12377	Q86VL8
20683	DB12391	P08684
20684	DB12404	P34903
20685	DB12404	P18505
20686	DB12404	P02768
20687	DB12406	P11509
20688	DB12445	P23219
20689	DB12455	P0A7U3
20690	DB12455	P08183
20691	DB12457	P08183
20692	DB12457	Q16602
20693	DB12465	P28223
20694	DB12466	Q4U2R8
20695	DB12466	Q809M3
20696	DB12471	Q06520
20697	DB12471	P08684
20698	DB12474	P08684
20699	DB12483	P08684
20700	DB12483	P42336
20701	DB12500	O60674
20702	DB12500	P36888
20703	DB12500	Q96FL8
20704	DB12515	P08684
20705	DB12537	P31644
20706	DB12537	P18507
20707	DB12543	P08684
20708	DB12543	P41143
20709	DB12548	P01019
20710	DB12597	Q9Y6L6
20711	DB12598	P05362
20712	DB12610	P34913
20713	DB12629	P08684
20714	DB12637	P04150
20715	DB12668	Q8N4T0
20716	DB12674	P02768
20717	DB12674	Q9Y6L6
20718	DB12695	Q13219
20719	DB12695	Q12874
20720	DB12695	P17980
20721	DB12695	P09493
20722	DB12695	P68371
20723	DB12695	P31946
20724	DB12702	Q13639
20725	DB12742	P16234
20726	DB12742	P10721
20727	DB12752	P10635
20728	DB12799	P08183
20729	DB12808	P08684
20730	DB12808	P13631
20731	DB12831	P07477
20732	DB12855	Q72547
20733	DB12902	P08684
20734	DB12923	P08684
20735	DB12941	P08183
20736	DB12965	P07438
20737	DB12965	Q14872
20738	DB12965	Q8N339
20739	DB12965	A1L3X4
20740	DB12978	P10721
20741	DB12978	P36888
20742	DB12978	Q96FL8
20743	DB12978	P22309
20744	DB13025	P25100
20745	DB13025	P46098
20746	DB13025	P18825
20747	DB13025	Q13639
20748	DB13025	P08913
20749	DB13025	P08908
20750	DB13074	P08684
20751	DB13092	Q93L51
20752	DB13125	P08183
20753	DB13146	Q9UM01
20754	DB13146	Q05586
20755	DB13146	Q12879
20756	DB13146	Q8WY07
20757	DB13154	Q9NPD5
20758	DB13155	P10275
20759	DB13174	P55055
20760	DB13174	P08684
20761	DB13179	P24462
20762	DB13179	P49228
20763	DB13191	P12532
20764	DB13191	Q14353
20765	DB13203	P05177
20766	DB13208	P08684
20767	DB13257	P00450
20768	DB13257	Q9NP59
20769	DB13269	Q14524
20770	DB13269	Q9NY72
20771	DB13269	Q9UQD0
20772	DB13323	P05181
20773	DB13335	Q8N1C3
20774	DB13335	Q16445
20775	DB13345	P08908
20776	DB13345	P30939
20777	DB13345	P34969
20778	DB13345	P46098
20779	DB13345	P07550
20780	DB13345	O95342
20781	DB13345	P41595
20782	DB13346	Q9UBN7
20783	DB13346	Q969S8
20784	DB13396	P05543
20785	DB13406	P11712
20786	DB13421	Q91CQ6
20787	DB13437	Q99928
20788	DB13437	O14764
20789	DB13437	P18505
20790	DB13437	O00591
20791	DB13437	P78334
20792	DB13488	P08684
20793	DB13530	P10635
20794	DB13581	P08172
20795	DB13600	P08684
20796	DB13620	P54710
20797	DB13643	O00591
20798	DB13643	P18505
20799	DB13729	O15393
20800	DB13749	Q08828
20801	DB13751	P52895
20802	DB13751	P19838
20803	DB13751	Q00653
20804	DB13751	P42330
20805	DB13775	P10635
20806	DB13823	P05177
20807	DB13837	P31644
20808	DB13837	P48169
20809	DB13837	Q9UN88
20810	DB13837	P18507
20811	DB13837	P78334
20812	DB13867	P47712
20813	DB13867	P10632
20814	DB13872	P47869
20815	DB13872	P18505
20816	DB13872	P18507
20817	DB13873	Q9NPA2
20818	DB13873	Q07869
20819	DB13874	P35503
20820	DB13874	P16662
20821	DB13874	P08684
20822	DB13874	Q9NPD5
20823	DB13874	Q4U2R8
20824	DB13874	P48735
20825	DB13878	P22309
20826	DB13878	Q5L478
20827	DB13879	P22309
20828	DB13919	P30556
20829	DB13929	P30559
20830	DB13931	P23975
20831	DB13940	P28335
20832	DB13943	P08235
20833	DB13943	P04278
20834	DB13943	Q9Y694
20835	DB13944	Q9Y694
20836	DB13944	Q14973
20837	DB13944	P08235
20838	DB13946	Q9Y694
20839	DB13946	P02768
20840	DB13946	P04278
20841	DB13949	P05106
20842	DB13951	P14061
20843	DB13951	P04278
20844	DB13952	Q14457
20845	DB13952	Q5T3U5
20846	DB13952	P00846
20847	DB13952	P37059
20848	DB13952	Q8TCC7
20849	DB13952	Q9NPD5
20850	DB13953	P02768
20851	DB13953	Q15596
20852	DB13953	P04278
20853	DB13953	O75469
20854	DB13953	Q9Y6L6
20855	DB13954	P02768
20856	DB13954	Q9NSA0
20857	DB13954	O75751
20858	DB13954	P12104
20859	DB13954	Q15596
20860	DB13954	Q92731
20861	DB13954	P46721
20862	DB13955	O15244
20863	DB13955	P43681
20864	DB13955	O75469
20865	DB13955	Q99527
20866	DB13955	Q92731
20867	DB13955	P46721
20868	DB13956	P02768
20869	DB13956	Q92731
20870	DB13956	Q9NSA0
20871	DB13956	P00846
20872	DB13956	P03372
20873	DB13963	P05181
20874	DB13978	Q96EB6
20875	DB13983	P18507
20876	DB13983	P34903
20877	DB13994	P47869
20878	DB13997	P35503
20879	DB13997	Q2M3G0
20880	DB14001	P49619
20881	DB14001	O76054
20882	DB14001	P17252
20883	DB14002	P09917
20884	DB14002	P49638
20885	DB14006	Q9Y5K3
20886	DB14006	O76082
20887	DB14006	P36544
20888	DB14007	P01009
20889	DB14010	P28223
20890	DB14011	O43497
20891	DB14011	P21554
20892	DB14011	Q99808
20893	DB14011	Q8NET8
20894	DB14011	P24462
20895	DB14011	P05093
20896	DB14011	F1T0I5
20897	DB14011	P34972
20898	DB14011	P04040
20899	DB14011	P07203
20900	DB14011	Q7Z2W7
20901	DB14017	O75533
20902	DB14019	P08684
20903	DB14025	P05177
20904	DB14025	P11712
20905	DB14028	P18505
20906	DB14028	P31644
20907	DB14028	P48169
20908	DB14028	P14867
20909	DB14028	Q99928
20910	DB14055	P33261
20911	DB14055	P08684
20912	DB14059	Q04206
20913	DB14064	P08183
20914	DB14066	P08183
20915	DB14067	P08183
20916	DB14069	P08183
20917	DB14071	P08183
20918	DB14126	P08183
20919	DB14126	Q3MS49
20920	DB14126	Q8TCC7
20921	DB14126	I6TLU5
20922	DB14132	P29274
20923	DB14146	P41145
20924	DB14185	P11229
20925	DB14185	P02768
20926	DB14481	Q13938
20927	DB14481	Q15878
20928	DB14481	Q99584
20929	DB14481	Q9ULB1
20930	DB14481	Q99653
20931	DB14481	P28676
20932	DB14481	P41180
20933	DB14481	O95436
20934	DB14481	Q96FQ6
20935	DB14481	P31415
20936	DB14487	P20851
20937	DB14487	P06396
20938	DB14487	P78330
20939	DB14487	P15924
20940	DB14487	P15169
20941	DB14487	P00450
20942	DB14487	P02747
20943	DB14487	P02766
20944	DB14487	P09871
20945	DB14487	P08779
20946	DB14487	P13647
20947	DB14487	P00734
20948	DB14487	P00441
20949	DB14487	P08700
20950	DB14487	P46736
20951	DB14487	P01871
20952	DB14487	P01591
20953	DB14487	O15304
20954	DB14487	P00739
20955	DB14487	P16455
20956	DB14487	P49908
20957	DB14487	P31151
20958	DB14487	P02743
20959	DB14487	P07237
20960	DB14487	P51693
20961	DB14487	P35527
20962	DB14488	P06746
20963	DB14488	P02794
20964	DB14488	P02786
20965	DB14488	Q969S2
20966	DB14489	Q96FI4
20967	DB14490	P06746
20968	DB14490	P00450
20969	DB14490	Q9NZD4
20970	DB14490	Q9GZT9
20971	DB14491	P02794
20972	DB14491	P39748
20973	DB14491	P02787
20974	DB14499	P05023
20975	DB14502	Q8N130
20976	DB14507	P49841
20977	DB14509	P51168
20978	DB14509	P37088
20979	DB14513	Q96QT4
20980	DB14517	P02768
20981	DB14518	P05023
20982	DB14518	P02768
20983	DB14520	Q53TN4
20984	DB14520	P05106
20985	DB14533	P00326
20986	DB14533	Q8NEW0
20987	DB14533	Q96PD5
20988	DB14533	O15304
20989	DB14533	P02766
20990	DB14533	P04731
20991	DB14533	P56524
20992	DB14533	P06702
20993	DB14533	P02768
20994	DB14533	P03372
20995	DB14533	Q13433
20996	DB14533	Q6XR72
20997	DB14533	P60174
20998	DB14533	Q02383
20999	DB14533	Q15043
21000	DB14533	P69905
21001	DB14533	P19823
21002	DB14533	O14791
21003	DB14533	P0C0L5
21004	DB14533	P49411
21005	DB14533	P41238
21006	DB14533	P01009
21007	DB14533	P14735
21008	DB14533	Q13547
21009	DB14533	P04114
21010	DB14538	P04150
21011	DB14538	P24462
21012	DB14538	Q9UNQ0
21013	DB14539	Q8TCC7
21014	DB14539	P08183
21015	DB14539	Q9UNQ0
21016	DB14539	P20815
21017	DB14540	Q8TCC7
21018	DB14540	P08183
21019	DB14540	P14060
21020	DB14540	P08185
21021	DB14540	P15538
21022	DB14541	P14060
21023	DB14541	P08684
21024	DB14541	Q8TCC7
21025	DB14542	Q8TCC7
21026	DB14542	P80365
21027	DB14542	P04278
21028	DB14543	P15538
21029	DB14543	P20815
21030	DB14543	Q8TCC7
21031	DB14543	P19099
21032	DB14544	P10632
21033	DB14544	P46721
21034	DB14544	P08684
21035	DB14544	Q8TCC7
21036	DB14545	P08684
21037	DB14568	P08183
21038	DB14575	Q99571
21039	DB14581	Q15910
21040	DB14598	Q15166
21041	DB14598	P00813
21042	DB14600	P11511
21043	DB14631	P04083
21044	DB14631	Q8TCC7
21045	DB14631	P04150
21046	DB14631	P08183
21047	DB14631	P11712
21048	DB14631	P02768
21049	DB14633	P20815
21050	DB14634	P08684
21051	DB14635	P33261
21052	DB14639	P10275
21053	DB14641	P08183
21054	DB14642	P37288
21055	DB14646	P20815
21056	DB14649	P08684
21057	DB14649	P02768
21058	DB14649	P20815
21059	DB14649	P10632
21060	DB14649	P51843
21061	DB14649	Q9UNQ0
21062	DB14659	P08684
21063	DB14669	P46721
21064	DB14669	Q8TCC7
21065	DB14672	Q16445
21066	DB14715	P78334
21067	DB14715	O14764
21068	DB14719	P18507
21069	DB14719	Q8N1C3
21070	DB14719	P18505
21071	DB14723	P08183
21072	DB00781	Q16348
21073	DB14761	P0C6X7
21074	DB14761	O95342
21075	DB14761	Q05318
21076	DB14840	P08183
21077	DB14840	Q96FL8
21078	DB14840	P08684
21079	DB14879	P24228
21080	DB14975	P11712
21081	DB14975	P69905
21082	DB14989	P11712
21083	DB14989	P00519
21084	DB14989	P49674
21085	DB15011	P11712
21086	DB15035	P08684
21087	DB15035	P51813
21088	DB15035	P09769
21089	DB15035	Q15303
21090	DB15035	P42685
21091	DB15035	P06239
21092	DB15102	P08684
21093	DB15102	O15244
21094	DB15102	P11362
21095	DB15102	P22455
21096	DB15133	P08183
21097	DB15233	P10721
21098	DB15233	O95342
21099	DB15250	P51686
21100	DB15305	P02768
21101	DB15328	Q9NPD5
21102	DB15328	P08183
21103	DB15413	Q4U2R8
21104	DB15413	P15328
21105	DB15442	Q00535
21106	DB15442	P50750
21107	DB15444	P10635
21108	DB15444	P33261
21109	DB15444	P08183
21110	DB15444	P20815
21111	DB15456	O60656
21112	DB15456	P22309
21113	DB15463	Q9Y6L6
21114	DB15463	Q86VL8
21115	DB15488	P10275
21116	DB15489	Q8N1C3
21117	DB15489	O14764
21118	DB15494	P35346
21119	DB15534	P07437
21120	DB15566	P08185
21121	DB15598	P19224
21122	DB15617	P02786
21123	DB15624	P45983
21124	DB15685	P11362
21125	DB15686	Q05318
21126	DB15694	P32320
21127	DB15797	Q98VG9
21128	DB15822	P20815
21129	DB15822	P35968
21130	DB15822	P07949
21131	DB15822	P11712
21132	DB15873	P30874
21133	DB15982	P10635
21134	DB16098	P08684
21135	DB16226	O94956
21136	DB16580	Q9NYK1
21137	DB16628	Q4U2R8
21138	DB16652	P06493
21139	DB16690	P54709
21140	DB16703	P08684
21141	DB16703	P08183
21142	DB16703	P22309
21143	DB16703	P05177
21144	DB16733	Q92952
21145	DB00001	P00734
21146	DB00002	P12318
21147	DB00004	P14784
21148	DB00005	P02746
21149	DB00008	P05177
21150	DB00009	Q03405
21151	DB00011	P17181
21152	DB00013	P00747
21153	DB00013	P98164
21154	DB00014	P30968
21155	DB00015	P02671
21156	DB00016	P19235
21157	DB00018	P17181
21158	DB00020	P15509
21159	DB00020	P26951
21160	DB00022	P05177
21161	DB00025	P04275
21162	DB00025	Q07954
21163	DB00025	O14832
21164	DB00028	P31994
21165	DB00028	P01031
21166	DB00030	P48745
21167	DB00031	P00747
21168	DB00031	P05787
21169	DB00032	P22888
21170	DB00035	P35354
21171	DB00036	P13726
21172	DB00039	P11362
21173	DB00040	O95838
21174	DB00041	P47712
21175	DB00041	P01589
21176	DB00042	P23763
21177	DB00046	P14735
21178	DB00048	P02461
21179	DB00050	P22888
21180	DB00052	P10912
21181	DB00055	P00734
21182	DB00055	P00451
21183	DB00056	P12314
21184	DB00058	P08246
21185	DB00061	P62993
21186	DB00067	Q92887
21187	DB00068	P05177
21188	DB00069	P17181
21189	DB00070	P01137
21190	DB00074	P01589
21191	DB00075	P07766
21192	DB00075	P09693
21193	DB00080	P02763
21194	DB00089	Q04609
21195	DB00091	P62937
21196	DB00091	P30405
21197	DB00091	Q5T3U5
21198	DB00093	P37288
21199	DB00099	Q99062
21200	DB00100	P00734
21201	DB00100	P00451
21202	DB00104	P08183
21203	DB00105	P05177
21204	DB00107	Q9UIQ6
21205	DB00108	P12314
21206	DB00109	Q53I07
21207	DB00110	P00736
21208	DB00111	P31994
21209	DB00112	P31994
21210	DB00112	P02746
21211	DB00112	P12314
21212	DB00114	Q9BXA1
21213	DB00114	Q2TU84
21214	DB00114	Q6YP21
21215	DB00114	P20132
21216	DB00114	Q99259
21217	DB00114	P11216
21218	DB00114	Q8N5Z0
21219	DB00114	Q8IUZ5
21220	DB00115	Q9Y4U1
21221	DB00115	P42898
21222	DB00115	Q99707
21223	DB00115	P20061
21224	DB00116	P31939
21225	DB00116	Q53ET4
21226	DB00116	P13995
21227	DB00117	Q8TF71
21228	DB00118	P31153
21229	DB00118	P17707
21230	DB00118	P35520
21231	DB00119	P11498
21232	DB00119	P11177
21233	DB00119	O60669
21234	DB00119	P80404
21235	DB00120	Q9Y285
21236	DB00120	P00439
21237	DB00122	P49585
21238	DB00122	Q9H015
21239	DB00122	Q53GD3
21240	DB00125	O43246
21241	DB00125	P30825
21242	DB00125	Q96A70
21243	DB00126	Q6N063
21244	DB00126	P24300
21245	DB00126	Q96KS0
21246	DB00126	Q9NVH6
21247	DB00126	P14672
21248	DB00126	O14832
21249	DB00127	Q9NWM0
21250	DB00127	P52788
21251	DB00128	P08243
21252	DB00128	P17174
21253	DB00128	P61626
21254	DB00128	Q8N142
21255	DB00129	Q9Y619
21256	DB00130	Q9UN76
21257	DB00130	Q9H2H9
21258	DB00130	Q96QD8
21259	DB00131	Q9Y478
21260	DB00131	P09467
21261	DB00131	Q08828
21262	DB00131	Q9NR19
21263	DB00132	Q07869
21264	DB00132	O60427
21265	DB00132	O95864
21266	DB00133	Q9GZT4
21267	DB00133	P21549
21268	DB00134	Q9UBK8
21269	DB00134	Q9H2M3
21270	DB00135	Q8TF71
21271	DB00135	P17735
21272	DB00136	P11473
21273	DB00137	P02768
21274	DB00139	Q8TCC7
21275	DB00140	P30043
21276	DB00142	P42262
21277	DB00142	Q07075
21278	DB00142	Q9Y646
21279	DB00142	Q8TCU5
21280	DB00142	Q8N159
21281	DB00142	O15382
21282	DB00142	P17735
21283	DB00142	O15067
21284	DB00142	Q99259
21285	DB00142	Q9UDR5
21286	DB00142	Q13224
21287	DB00142	P48058
21288	DB00142	P80404
21289	DB00143	P22352
21290	DB00143	O15217
21291	DB00143	P00390
21292	DB00143	P59796
21293	DB00143	P36969
21294	DB00143	P10620
21295	DB00143	P78417
21296	DB00143	P46439
21297	DB00143	O15440
21298	DB00143	O60760
21299	DB00143	P08263
21300	DB00144	Q9NY59
21301	DB00144	Q9BVG9
21302	DB00145	P48067
21303	DB00145	P41250
21304	DB00145	O60391
21305	DB00145	P21549
21306	DB00145	Q8WU03
21307	DB00145	P13196
21308	DB00145	Q969I3
21309	DB00146	P11473
21310	DB00147	O00764
21311	DB00148	P06732
21312	DB00148	P12532
21313	DB00149	Q9P2J5
21314	DB00150	Q8TF71
21315	DB00150	Q9UGM6
21316	DB00151	P48637
21317	DB00151	Q8TF71
21318	DB00151	P48506
21319	DB00151	Q9HA77
21320	DB00152	Q9BZV2
21321	DB00153	Q9Y698
21322	DB00153	Q15878
21323	DB00153	P54289
21324	DB00153	Q9UBN1
21325	DB00153	Q08289
21326	DB00154	P23219
21327	DB00155	Q9Y2J8
21328	DB00155	Q9UM07
21329	DB00155	P00966
21330	DB00155	Q6TGC4
21331	DB00155	Q5T6L4
21332	DB00156	P26639
21333	DB00157	P00367
21334	DB00157	Q16798
21335	DB00157	P80365
21336	DB00157	P19404
21337	DB00157	P14679
21338	DB00157	P00325
21339	DB00157	Q9UBM7
21340	DB00157	P03905
21341	DB00157	P07195
21342	DB00157	O75251
21343	DB00157	P28845
21344	DB00157	Q02928
21345	DB00157	O95139
21346	DB00157	O43674
21347	DB00157	P15121
21348	DB00157	Q86Y39
21349	DB00157	P23368
21350	DB00157	O43677
21351	DB00157	Q08426
21352	DB00157	P26439
21353	DB00157	P04035
21354	DB00157	P03886
21355	DB00157	P52895
21356	DB00157	P00338
21357	DB00157	P51648
21358	DB00157	P30838
21359	DB00157	P10515
21360	DB00158	Q9UNQ0
21361	DB00158	P14207
21362	DB00159	P37231
21363	DB00159	Q8NER1
21364	DB00160	Q8TF71
21365	DB00160	Q7Z2H8
21366	DB00160	Q16719
21367	DB00162	Q9HBH5
21368	DB00162	P00352
21369	DB00162	P41222
21370	DB00162	Q8NBN7
21371	DB00163	P55058
21372	DB00163	P17252
21373	DB00166	Q9Y289
21374	DB00167	P54687
21375	DB00168	Q8NER1
21376	DB00168	Q7RTX0
21377	DB00169	P11473
21378	DB00170	P33261
21379	DB00170	Q8N0U8
21380	DB00170	P20815
21381	DB00170	P00734
21382	DB00170	P07225
21383	DB00171	Q08828
21384	DB00171	P00966
21385	DB00171	Q9NUB1
21386	DB00171	P36896
21387	DB00171	O60706
21388	DB00171	O95342
21389	DB00172	Q8IVL5
21390	DB00172	P13674
21391	DB00172	P32322
21392	DB00172	Q13427
21393	DB00172	O43447
21394	DB00173	Q05603
21395	DB00173	Q8RLY5
21396	DB00173	Q5SL87
21397	DB00173	P17802
21398	DB00174	O43776
21399	DB00174	Q9H2H9
21400	DB00174	P08243
21401	DB00175	Q9Y6L6
21402	DB00175	Q92887
21403	DB00176	P31645
21404	DB00177	P30556
21405	DB00178	P46663
21406	DB00179	P09917
21407	DB00181	O75899
21408	DB00182	P23975
21409	DB00184	Q15822
21410	DB00184	P28329
21411	DB00184	Q9UGM1
21412	DB00184	P17787
21413	DB00185	P08684
21414	DB00186	Q16445
21415	DB00186	Q8N1C3
21416	DB00186	P48169
21417	DB00186	P31644
21418	DB00188	P08183
21419	DB00188	P10635
21420	DB00189	Q8N1C3
21421	DB00189	Q9UN88
21422	DB00189	O00591
21423	DB00189	P18507
21424	DB00191	P23975
21425	DB00192	Q14524
21426	DB00193	Q693P7
21427	DB00193	Q05586
21428	DB00193	Q13224
21429	DB00193	P08913
21430	DB00193	P41145
21431	DB00193	P41143
21432	DB00193	Q99250
21433	DB00194	P00813
21434	DB00196	P08183
21435	DB00197	Q03181
21436	DB00197	P22309
21437	DB00197	P33261
21438	DB00197	P20813
21439	DB00197	P04798
21440	DB00198	Q8TCC7
21441	DB00198	O15439
21442	DB00199	O43193
21443	DB00200	Q8IVH4
21444	DB00200	P20062
21445	DB00201	Q08493
21446	DB00201	P16499
21447	DB00201	Q07343
21448	DB00201	O76083
21449	DB00201	Q14573
21450	DB00201	Q14432
21451	DB00201	P29274
21452	DB00201	O95263
21453	DB00202	P43681
21454	DB00202	Q9UGM1
21455	DB00202	P36544
21456	DB00202	P06276
21457	DB00203	O15439
21458	DB00203	Q5T3U5
21459	DB00204	Q14500
21460	DB00205	Q86VL8
21461	DB00206	O15392
21462	DB00206	Q9Y6L6
21463	DB00206	P54219
21464	DB00210	P13631
21465	DB00210	O60603
21466	DB00210	P19793
21467	DB00213	Q8TCC7
21468	DB00214	P55011
21469	DB00215	P35367
